timestamp,open,high,low,close,volume
2018-03-16,8322.91015625,8585.15039062,8005.31005859,8338.34960938,5289379840
2018-03-17,8321.91015625,8346.53027344,7812.81982422,7916.87988281,4426149888
2018-03-18,7890.52001953,8245.50976562,7397.99023438,8223.67968750,6639190016
2018-03-19,8344.12011719,8675.87011719,8182.39990234,8630.65039062,6729110016
2018-03-20,8619.66992188,9051.01953125,8389.88964844,8913.46972656,6361789952
2018-03-21,8937.48046875,9177.37011719,8846.33007812,8929.28027344,6043129856
2018-03-22,8939.44042969,9100.70996094,8564.90039062,8728.46972656,5530390016
2018-03-23,8736.25000000,8879.62011719,8360.62011719,8879.62011719,5954120192
2018-03-24,8901.95019531,8996.17968750,8665.70019531,8668.12011719,5664600064
2018-03-25,8612.80957031,8682.00976562,8449.09960938,8495.78027344,4569880064
2018-03-26,8498.46972656,8530.08007812,7921.43017578,8209.40039062,5921039872
2018-03-27,8200.00000000,8232.78027344,7797.27978516,7833.04003906,5378250240
2018-03-28,7836.83007812,8122.89013672,7809.16992188,7954.47998047,4935289856
2018-03-29,7979.06982422,7994.33007812,7081.37988281,7165.70019531,6361229824
2018-03-30,7171.45019531,7276.66015625,6683.93017578,6890.52001953,6289509888
2018-03-31,6892.47998047,7207.85009766,6863.52001953,6973.52978516,4553269760
2018-04-01,7003.06005859,7060.95019531,6526.87011719,6844.22998047,4532100096
2018-04-02,6844.85986328,7135.47021484,6816.58007812,7083.79980469,4333440000
2018-04-03,7102.25976562,7530.93994141,7072.49023438,7456.10986328,5499700224
2018-04-04,7456.41015625,7469.87988281,6803.87988281,6853.83984375,4936000000
2018-04-05,6848.64990234,6933.81982422,6644.79980469,6811.47021484,5639320064
2018-04-06,6815.95996094,6857.49023438,6575.00000000,6636.31982422,3766810112
2018-04-07,6630.50976562,7050.54003906,6630.50976562,6911.08984375,3976610048
2018-04-08,6919.97998047,7111.56005859,6919.97998047,7023.52001953,3652499968
2018-04-09,7044.31982422,7178.10986328,6661.99023438,6770.72998047,4894060032
2018-04-10,6795.43994141,6872.41015625,6704.14990234,6834.75976562,4272750080
2018-04-11,6843.47021484,6968.31982422,6817.58984375,6968.31982422,4641889792
2018-04-12,6955.37988281,7899.22998047,6806.50976562,7889.25000000,8906250240
2018-04-13,7901.08984375,8183.95996094,7758.93017578,7895.95996094,7764460032
2018-04-14,7874.66992188,8140.70996094,7846.00000000,7986.24023438,5191430144
2018-04-15,7999.33007812,8338.41992188,7999.33007812,8329.11035156,5244480000
2018-04-16,8337.57031250,8371.15039062,7925.72998047,8058.66992188,5631309824
2018-04-17,8071.66015625,8285.95996094,7881.72021484,7902.08984375,6900879872
2018-04-18,7944.43017578,8197.79980469,7886.00976562,8163.41992188,6529909760
2018-04-19,8159.27001953,8298.69042969,8138.77978516,8294.30957031,7063209984
2018-04-20,8286.87988281,8880.23046875,8244.54003906,8845.83007812,8438110208
2018-04-21,8848.79003906,8997.57031250,8652.15039062,8895.58007812,7548550144
2018-04-22,8925.05957031,9001.63964844,8779.61035156,8802.45996094,6629899776
2018-04-23,8794.38964844,8958.54980469,8788.80957031,8930.87988281,6925190144
2018-04-24,8934.33984375,9732.61035156,8927.83007812,9697.50000000,10678800384
2018-04-25,9701.03027344,9745.32031250,8799.83984375,8845.74023438,11083100160
2018-04-26,8867.32031250,9281.50976562,8727.08984375,9281.50976562,8970559488
2018-04-27,9290.62988281,9375.46972656,8987.04980469,8987.04980469,7566289920
2018-04-28,8939.26953125,9412.08984375,8931.99023438,9348.48046875,7805479936
2018-04-29,9346.41015625,9531.49023438,9193.70996094,9419.08007812,8853000192
2018-04-30,9426.11035156,9477.13964844,9166.80957031,9240.54980469,8673920000
2018-05-01,9251.46972656,9255.87988281,8891.04980469,9119.00976562,7713019904
2018-05-02,9104.59960938,9256.51953125,9015.13964844,9235.91992188,7558159872
2018-05-03,9233.96972656,9798.33007812,9188.15039062,9743.86035156,10207299584
2018-05-04,9695.50000000,9779.20019531,9585.95996094,9700.75976562,8217829888
2018-05-05,9700.28027344,9964.50000000,9695.12011719,9858.15039062,7651939840
2018-05-06,9845.30957031,9940.13964844,9465.25000000,9654.79980469,7222280192
2018-05-07,9645.66992188,9665.84960938,9231.53027344,9373.00976562,7394019840
2018-05-08,9380.87011719,9462.75000000,9127.76953125,9234.82031250,7415869952
2018-05-09,9223.73046875,9374.75976562,9031.62011719,9325.17968750,7226890240
2018-05-10,9325.95996094,9396.04003906,9040.51953125,9043.94042969,6906699776
2018-05-11,9052.95996094,9052.95996094,8394.45996094,8441.49023438,8488520192
2018-05-12,8441.44042969,8664.86035156,8223.50000000,8504.88964844,6821380096
2018-05-13,8515.49023438,8773.54980469,8395.12011719,8723.94042969,5866379776
2018-05-14,8713.09960938,8881.12011719,8367.96972656,8716.79003906,7364149760
2018-05-15,8705.19042969,8836.19042969,8456.45019531,8510.37988281,6705710080
2018-05-16,8504.41015625,8508.42968750,8175.49023438,8368.83007812,6760220160
2018-05-17,8370.04980469,8445.54003906,8054.12011719,8094.31982422,5862530048
2018-05-18,8091.83007812,8274.12011719,7974.81982422,8250.96972656,5764190208
2018-05-19,8255.73046875,8372.05957031,8183.35009766,8247.17968750,4712399872
2018-05-20,8246.99023438,8562.41015625,8205.24023438,8513.25000000,5191059968
2018-05-21,8522.33007812,8557.51953125,8365.12011719,8418.99023438,5154990080
2018-05-22,8419.87011719,8423.25000000,8004.58007812,8041.77978516,5137010176
2018-05-23,8037.08007812,8054.66015625,7507.87988281,7557.81982422,6491120128
2018-05-24,7561.12011719,7738.60009766,7331.14013672,7587.33984375,6049220096
2018-05-25,7592.29980469,7659.14013672,7392.64990234,7480.14013672,4867829760
2018-05-26,7486.47998047,7595.16015625,7349.12011719,7355.87988281,4051539968
2018-05-27,7362.08007812,7381.74023438,7270.95996094,7368.22021484,4056519936
2018-05-28,7371.31005859,7419.04980469,7100.89013672,7135.99023438,5040600064
2018-05-29,7129.45996094,7526.41992188,7090.68017578,7472.58984375,5662660096
2018-05-30,7469.72998047,7573.77001953,7313.60009766,7406.52001953,4922540032
2018-05-31,7406.14990234,7608.89990234,7361.12988281,7494.16992188,5127130112
2018-06-01,7500.70019531,7604.72998047,7407.33984375,7541.45019531,4921460224
2018-06-02,7536.72021484,7695.83007812,7497.25976562,7643.45019531,4939299840
2018-06-03,7632.08984375,7754.89013672,7613.04003906,7720.25000000,4851760128
2018-06-04,7722.52978516,7753.81982422,7474.04003906,7514.47021484,4993169920
2018-06-05,7500.89990234,7643.22998047,7397.00000000,7633.75976562,4961739776
2018-06-06,7625.97021484,7680.43017578,7502.00976562,7653.97998047,4692259840
2018-06-07,7650.81982422,7741.27001953,7650.81982422,7678.24023438,4485799936
2018-06-08,7685.14013672,7698.18994141,7558.39990234,7624.91992188,4227579904
2018-06-09,7632.52001953,7683.58007812,7531.97998047,7531.97998047,3845220096
2018-06-10,7499.54980469,7499.54980469,6709.06982422,6786.02001953,5804839936
2018-06-11,6799.29003906,6910.18017578,6706.62988281,6906.91992188,4745269760
2018-06-12,6905.81982422,6907.95996094,6542.08007812,6582.35986328,4654380032
2018-06-13,6596.87988281,6631.66015625,6285.62988281,6349.89990234,5052349952
2018-06-14,6342.75000000,6707.14013672,6334.45996094,6675.35009766,5138710016
2018-06-15,6674.08007812,6681.08007812,6433.87011719,6456.58007812,3955389952
2018-06-16,6455.45019531,6592.49023438,6402.29003906,6550.16015625,3194170112
2018-06-17,6545.52978516,6589.10986328,6499.27001953,6499.27001953,3104019968
2018-06-18,6510.06982422,6781.14013672,6446.68017578,6734.81982422,4039200000
2018-06-19,6742.39013672,6822.50000000,6709.91992188,6769.93994141,4057029888
2018-06-20,6770.75976562,6821.56005859,6611.87988281,6776.54980469,3888640000
2018-06-21,6780.08984375,6810.93994141,6715.16992188,6729.74023438,3529129984
2018-06-22,6737.87988281,6747.08007812,6006.60009766,6083.68994141,5079810048
2018-06-23,6090.10009766,6224.81982422,6071.81005859,6162.47998047,3431360000
2018-06-24,6164.27978516,6223.77978516,5826.41015625,6173.22998047,4566909952
2018-06-25,6171.97021484,6327.37011719,6119.68017578,6249.18017578,5500810240
2018-06-26,6253.54980469,6290.16015625,6093.66992188,6093.66992188,3279759872
2018-06-27,6084.39990234,6180.00000000,6052.85009766,6157.12988281,3296219904
2018-06-28,6153.16015625,6170.41015625,5873.04980469,5903.43994141,3467800064
2018-06-29,5898.12988281,6261.66015625,5835.75000000,6218.29980469,3966230016
2018-06-30,6214.22021484,6465.50976562,6214.22021484,6404.00000000,4543860224
2018-07-01,6411.68017578,6432.85009766,6289.29003906,6385.81982422,4788259840
2018-07-02,6380.37988281,6683.85986328,6305.70019531,6614.18017578,4396930048
2018-07-03,6596.66015625,6671.37011719,6447.75000000,6529.58984375,4672309760
2018-07-04,6550.87011719,6771.91992188,6450.45996094,6597.54980469,4176689920
2018-07-05,6599.70996094,6749.54003906,6546.64990234,6639.14013672,4999240192
2018-07-06,6638.68994141,6700.93994141,6533.54980469,6673.50000000,4313959936
2018-07-07,6668.70996094,6863.99023438,6579.24023438,6856.93017578,3961080064
2018-07-08,6857.79980469,6885.91015625,6747.97998047,6773.87988281,3386210048
2018-07-09,6775.08007812,6838.68017578,6724.33984375,6741.75000000,3718129920
2018-07-10,6739.20996094,6767.74023438,6320.72021484,6329.95019531,4052430080
2018-07-11,6330.77001953,6444.95996094,6330.47021484,6394.70996094,3644859904
2018-07-12,6396.77978516,6397.10009766,6136.41992188,6228.81005859,3770170112
2018-07-13,6235.02978516,6310.54980469,6192.24023438,6238.04980469,3805400064
2018-07-14,6247.50000000,6298.18994141,6212.22021484,6276.12011719,2923670016
2018-07-15,6272.70019531,6403.45996094,6256.50976562,6359.64013672,3285459968
2018-07-16,6357.00976562,6741.75000000,6357.00976562,6741.75000000,4725799936
2018-07-17,6739.64990234,7387.24023438,6684.16992188,7321.04003906,5961950208
2018-07-18,7315.31982422,7534.99023438,7280.47021484,7370.77978516,6103410176
2018-07-19,7378.20019531,7494.45996094,7295.45996094,7466.85986328,5111629824
2018-07-20,7467.39990234,7594.66992188,7323.25976562,7354.12988281,4936869888
2018-07-21,7352.72021484,7437.64013672,7262.41015625,7419.29003906,3726609920
2018-07-22,7417.79980469,7537.95019531,7383.81982422,7418.49023438,3695460096
2018-07-23,7414.70996094,7771.50000000,7409.10009766,7711.10986328,5132480000
2018-07-24,7716.50976562,8424.26953125,7705.50000000,8424.26953125,7277689856
2018-07-25,8379.66015625,8416.87011719,8086.35986328,8181.39013672,5845400064
2018-07-26,8176.85009766,8290.33007812,7878.70996094,7951.58007812,4899089920
2018-07-27,7950.39990234,8262.66015625,7839.75976562,8165.00976562,5195879936
2018-07-28,8169.06005859,8222.84960938,8110.77001953,8192.15039062,3988750080
2018-07-29,8205.82031250,8272.25976562,8141.18017578,8218.45996094,4107190016
2018-07-30,8221.58007812,8235.50000000,7917.50000000,8180.47998047,5551400000
2018-07-31,8181.20019531,8181.52978516,7696.93017578,7780.43994141,5287530000
2018-08-01,7769.04003906,7769.04003906,7504.95019531,7624.91015625,4797620000
2018-08-02,7634.18994141,7712.77001953,7523.43994141,7567.14990234,4214110000
2018-08-03,7562.14013672,7562.14013672,7328.64990234,7434.39013672,4627150000
2018-08-04,7438.66992188,7497.49023438,6984.06982422,7032.85009766,4268390000
2018-08-05,7031.08007812,7102.77001953,6940.70019531,7068.47998047,3679110000
2018-08-06,7062.93994141,7166.54980469,6890.54003906,6951.79980469,3925900000
2018-08-07,6958.31982422,7146.56005859,6748.24023438,6753.12011719,4682800000
2018-08-08,6746.85009766,6746.85009766,6226.22021484,6305.79980469,5064430000
2018-08-09,6305.56005859,6625.72998047,6249.06982422,6568.22998047,4267040000
2018-08-10,6571.41992188,6591.25976562,6124.52001953,6184.70996094,4528680000
2018-08-11,6185.79003906,6455.74023438,6109.02978516,6295.72998047,4047850000
2018-08-12,6283.64990234,6409.85009766,6237.50000000,6322.68994141,5665250000
2018-08-13,6341.35986328,6537.04980469,6225.72021484,6297.56982422,4083980000
2018-08-14,6287.66015625,6287.93994141,5971.04980469,6199.70996094,5301700000
2018-08-15,6221.41992188,6588.49023438,6221.41992188,6308.52001953,4895450000
2018-08-16,6294.22998047,6473.50000000,6276.41015625,6334.72998047,4328420000
2018-08-17,6340.91015625,6582.50000000,6324.97021484,6580.62988281,4992990000
2018-08-18,6583.43017578,6617.35009766,6353.72998047,6423.75976562,3984520000
2018-08-19,6422.56982422,6537.97998047,6361.54980469,6506.06982422,3311170000
2018-08-20,6500.50976562,6536.91992188,6297.93017578,6308.52978516,3665100000
2018-08-21,6301.06982422,6500.87011719,6298.24023438,6488.75976562,3377180000
2018-08-22,6486.25000000,6816.79003906,6310.10986328,6376.70996094,4668110000
2018-08-23,6371.33984375,6546.54003906,6371.33984375,6534.87988281,3426180000
2018-08-24,6551.52001953,6719.95996094,6498.64013672,6719.95996094,4097820000
2018-08-25,6719.95019531,6789.62988281,6700.95996094,6763.18994141,3312600000
2018-08-26,6754.64013672,6774.75000000,6620.75000000,6707.25976562,3295500000
2018-08-27,6710.79980469,6884.64013672,6689.70996094,6884.64013672,4019000000
2018-08-28,6891.08007812,7109.56005859,6882.33984375,7096.27978516,4659940000
2018-08-29,7091.70996094,7113.29980469,6970.81982422,7047.16015625,4145880000
2018-08-30,7043.75976562,7072.68994141,6834.68994141,6978.22998047,4463250000
2018-08-31,6973.97021484,7057.16992188,6920.16015625,7037.58007812,4495650000
2018-09-01,7044.81005859,7242.29003906,7038.04980469,7193.25000000,4116050000
2018-09-02,7189.58007812,7306.31005859,7132.16015625,7272.72021484,4329540000
2018-09-03,7279.02978516,7317.93994141,7208.14990234,7260.06005859,4087760000
2018-09-04,7263.00000000,7388.25976562,7255.43994141,7361.66015625,4273640000
2018-09-05,7361.45996094,7388.43017578,6792.83007812,6792.83007812,5800460000
2018-09-06,6755.14013672,6755.14013672,6404.72021484,6529.16992188,5523470000
2018-09-07,6528.91992188,6555.29003906,6396.87011719,6467.06982422,4264680000
2018-09-08,6460.16992188,6534.25000000,6197.52001953,6225.97998047,3835060000
2018-09-09,6223.37988281,6446.25976562,6201.22021484,6300.85986328,3671890000
2018-09-10,6301.56982422,6374.97998047,6292.75976562,6329.70019531,3714100000
2018-09-11,6331.87988281,6398.91992188,6260.20996094,6321.20019531,3849910000
2018-09-12,6317.00976562,6363.87011719,6265.08984375,6351.79980469,4064230000
2018-09-13,6354.24023438,6535.41015625,6354.24023438,6517.31005859,4210910000
2018-09-14,6515.41015625,6596.10009766,6456.16992188,6512.70996094,4076220000
2018-09-15,6509.39990234,6561.72021484,6493.54980469,6543.20019531,3216300000
2018-09-16,6536.68017578,6544.33007812,6460.10009766,6517.18017578,3273730000
2018-09-17,6514.06005859,6540.20996094,6257.52001953,6281.20019531,3910780000
2018-09-18,6280.91015625,6384.18017578,6265.70996094,6371.29980469,4180090000
2018-09-19,6371.85009766,6448.45996094,6208.33984375,6398.54003906,4431340000
2018-09-20,6398.85009766,6529.25976562,6395.95019531,6519.66992188,4348110000
2018-09-21,6513.87011719,6794.33007812,6496.35986328,6734.95019531,6531940000
2018-09-22,6735.04980469,6814.56005859,6616.79980469,6721.97998047,4509660000
2018-09-23,6715.31982422,6766.14990234,6679.41992188,6710.62988281,4197500000
2018-09-24,6704.77001953,6713.56005859,6580.89990234,6595.41015625,4177310000
2018-09-25,6603.64013672,6603.64013672,6381.85986328,6446.47021484,4726180000
2018-09-26,6452.79003906,6585.91015625,6397.89013672,6495.00000000,4437300000
2018-09-27,6495.29003906,6712.10009766,6464.95019531,6676.75000000,4606810000
2018-09-28,6678.75000000,6785.02978516,6598.31982422,6644.12988281,5014430000
2018-09-29,6643.10009766,6643.10009766,6511.64990234,6601.95996094,4363690000
2018-09-30,6604.70996094,6643.77978516,6566.54003906,6625.56005859,4002280000
2018-10-01,6619.85009766,6653.29980469,6549.08007812,6589.62011719,4000970000
2018-10-02,6593.24023438,6611.83984375,6537.89990234,6556.10009766,3979260000
2018-10-03,6553.85986328,6571.45996094,6454.02978516,6502.58984375,3887310000
2018-10-04,6497.91015625,6603.31005859,6497.91015625,6576.68994141,3838410000
2018-10-05,6574.14990234,6623.62011719,6557.41015625,6622.47998047,3671500000
2018-10-06,6622.45019531,6628.54003906,6577.79980469,6588.31005859,3259740000
2018-10-07,6590.68017578,6641.49023438,6557.04003906,6602.95019531,3306630000
2018-10-08,6600.18994141,6675.06005859,6576.04003906,6652.22998047,3979460000
2018-10-09,6653.08007812,6661.41015625,6606.93994141,6642.64013672,3580810000
2018-10-10,6640.29003906,6640.29003906,6538.95996094,6585.52978516,3787650000
2018-10-11,6586.74023438,6586.74023438,6243.74023438,6256.24023438,5181640000
2018-10-12,6239.25000000,6328.50000000,6236.47021484,6274.58007812,3783500000
2018-10-13,6278.08007812,6308.50976562,6259.81005859,6285.99023438,3064030000
2018-10-14,6288.49023438,6363.20996094,6280.14990234,6290.93017578,3085320000
2018-10-15,6292.64013672,6965.06005859,6258.68017578,6596.54003906,7370770000
2018-10-16,6601.41015625,6673.58984375,6571.37011719,6596.10986328,4074800000
2018-10-17,6590.52001953,6601.20996094,6517.45019531,6544.43017578,4088420000
2018-10-18,6542.33007812,6567.54003906,6450.04003906,6476.70996094,3924080000
2018-10-19,6478.06982422,6493.68017578,6445.31005859,6465.41015625,3578870000
2018-10-20,6460.91992188,6497.72021484,6449.00000000,6489.18994141,3379130000
2018-10-21,6490.08984375,6556.37988281,6476.00000000,6482.35009766,3253610000
2018-10-22,6486.04980469,6543.79980469,6462.97998047,6487.16015625,3672860000
2018-10-23,6472.35986328,6506.00976562,6451.27001953,6475.74023438,3716150000
2018-10-24,6478.89013672,6521.99023438,6468.85986328,6495.83984375,3424670000
2018-10-25,6484.64990234,6504.64990234,6447.02978516,6476.29003906,3230550000
2018-10-26,6468.43994141,6498.29003906,6449.60986328,6474.75000000,3306050000
2018-10-27,6480.83984375,6507.41015625,6453.52978516,6480.37988281,3393250000
2018-10-28,6482.66015625,6502.27978516,6447.91015625,6486.39013672,3445190000
2018-10-29,6492.35009766,6503.60009766,6306.99023438,6332.62988281,4199910000
2018-10-30,6337.04003906,6364.99023438,6310.14013672,6334.27001953,3781100000
2018-10-31,6336.99023438,6349.16015625,6316.87988281,6317.60986328,4191240000
2018-11-01,6318.14013672,6547.14013672,6311.83007812,6377.77978516,3789400000
2018-11-02,6378.91992188,6396.85986328,6327.37988281,6388.43994141,4234870000
2018-11-03,6387.24023438,6400.06982422,6342.37011719,6361.25976562,3658640000
2018-11-04,6365.47021484,6388.62988281,6294.56982422,6376.12988281,4390020000
2018-11-05,6363.62011719,6480.58984375,6363.62011719,6419.66015625,4174800000
2018-11-06,6433.37988281,6463.54980469,6408.16015625,6461.00976562,4700040000
2018-11-07,6468.50000000,6552.16015625,6468.31005859,6530.14013672,4941260000
2018-11-08,6522.27001953,6536.91992188,6438.52978516,6453.72021484,4665260000
2018-11-09,6442.60009766,6456.45996094,6373.37011719,6385.62011719,4346820000
2018-11-10,6386.12988281,6437.27978516,6385.31005859,6409.22021484,3705320000
2018-11-11,6413.62988281,6423.25000000,6350.16992188,6411.27001953,3939060000
2018-11-12,6411.75976562,6434.20996094,6360.47021484,6371.27001953,4295770000
2018-11-13,6373.18994141,6395.27001953,6342.66992188,6359.49023438,4503800000
2018-11-14,6351.24023438,6371.54980469,5544.08984375,5738.35009766,7398940000
2018-11-15,5736.14990234,5774.81982422,5358.37988281,5648.02978516,7032140000
2018-11-16,5645.31982422,5657.02001953,5498.93994141,5575.54980469,5279320000
2018-11-17,5578.58007812,5578.58007812,5519.56005859,5554.33007812,4303150000
2018-11-18,5559.74023438,5653.60986328,5559.74023438,5623.54003906,4159680000
2018-11-19,5620.77978516,5620.77978516,4842.91015625,4871.49023438,7039560000
2018-11-20,4863.93017578,4951.60986328,4272.10986328,4451.87011719,8428290000
2018-11-21,4465.54003906,4675.72998047,4343.97998047,4602.16992188,6120120000
2018-11-22,4611.56982422,4629.64013672,4365.64013672,4365.93994141,4569370000
2018-11-23,4360.70019531,4396.41992188,4195.68017578,4347.10986328,4871490000
2018-11-24,4347.68994141,4413.08984375,3795.15991211,3880.76000977,4679500000
2018-11-25,3880.78002930,4120.87011719,3585.06005859,4009.96997070,6825640000
2018-11-26,4015.07006836,4107.14013672,3643.91992188,3779.12988281,6476900000
2018-11-27,3765.94995117,3862.95996094,3661.01000977,3820.71997070,5998720000
2018-11-28,3822.46997070,4385.89990234,3822.46997070,4257.41992188,7280280000
2018-11-29,4269.00439453,4413.02050781,4145.76513672,4278.84667969,6503347767
2018-11-30,4289.08886719,4322.97656250,3942.82202148,4017.26855469,6048016717
2018-12-01,4024.46435547,4309.37744141,3969.71069336,4214.67187500,5375314093
2018-12-02,4200.73339844,4301.51953125,4110.97851562,4139.87792969,5262697895
2018-12-03,4147.32373047,4155.97949219,3840.44628906,3894.13085938,5089570994
2018-12-04,3886.29492188,4075.62768555,3832.75000000,3956.89379883,5028069239
2018-12-05,3958.89477539,3969.53588867,3753.99487305,3753.99487305,5302481574
2018-12-06,3754.07446289,3874.96606445,3521.10180664,3521.10180664,5878333109
2018-12-07,3512.59033203,3512.59033203,3280.22875977,3419.93725586,6835615448
2018-12-08,3421.91040039,3506.04345703,3350.65063477,3476.11474609,5305024497
2018-12-09,3473.22753906,3685.30566406,3469.09423828,3614.23437500,4947372847
2018-12-10,3612.04638672,3647.33251953,3470.14453125,3502.65600586,5020968740
2018-12-11,3497.55468750,3513.18505859,3392.25000000,3424.58813477,4696765188
2018-12-12,3421.45825195,3534.22851562,3413.48144531,3486.95019531,4139364829
2018-12-13,3487.87939453,3489.73950195,3298.13208008,3313.67724609,4343372456
2018-12-14,3311.75195312,3329.55590820,3206.54223633,3242.48486328,4372763663
2018-12-15,3243.99755859,3275.37792969,3191.30346680,3236.76171875,3551763561
